Record Length,9216,,Source,CH1
Sample Interval,0.0013020833750,,Second,Volt
,,,-8.66599900000,0.03200
,,,-8.66400000000,0.00
,,,-8.66200000000,0.00800
,,,-8.66000000000,-0.01600
,,,-8.65799900000,0.08000
,,,-8.65599900000,0.03200
,,,-8.65399900000,-0.01600
,,,-8.65199900000,0.03200
,,,-8.65000000000,-0.02400
,,,-8.64800000000,0.06400
,,,-8.64599900000,0.07200
,,,-8.64399900000,0.06400
,,,-8.64199900000,0.05600
,,,-8.63999900000,0.04000
,,,-8.63800000000,0.03200
,,,-8.63600000000,0.05600
,,,-8.63400000000,0.03200
,,,-8.63199900000,0.04000
,,,-8.62999900000,0.00800
,,,-8.62799900000,0.01600
,,,-8.62599900000,0.01600
,,,-8.62400000000,0.01600
,,,-8.62200000000,0.01600
,,,-8.62000000000,0.01600
,,,-8.61799900000,0.01600
,,,-8.61599900000,-0.11200
,,,-8.61399900000,-0.05600
,,,-8.61200000000,-0.08000
,,,-8.61000000000,-0.09600
,,,-8.60800000000,-0.04800
,,,-8.60599900000,-0.08000
,,,-8.60399900000,-0.07200
,,,-8.60199900000,-0.08800
,,,-8.59999900000,-0.10400
,,,-8.59800000000,-0.08000
,,,-8.59600000000,-0.05600
,,,-8.59400000000,-0.07200
,,,-8.59199900000,-0.07200
,,,-8.58999900000,-0.05600
,,,-8.58799900000,0.03200
,,,-8.58599900000,-0.05600
,,,-8.58400000000,-0.02400
,,,-8.58200000000,-0.00800
,,,-8.58000000000,-0.04000
,,,-8.57799900000,-0.01600
,,,-8.57599900000,0.00
,,,-8.57399900000,0.03200
,,,-8.57200000000,0.02400
,,,-8.57000000000,0.01600
,,,-8.56800000000,0.06400
,,,-8.56599900000,0.05600
,,,-8.56399900000,0.03200
,,,-8.56199900000,0.04000
,,,-8.55999900000,0.05600
,,,-8.55800000000,0.04000
,,,-8.55600000000,0.04000
,,,-8.55400000000,0.08800
,,,-8.55199900000,0.04800
,,,-8.54999900000,0.05600
,,,-8.54799900000,0.04800
,,,-8.54600000000,0.05600
,,,-8.54400000000,0.06400
,,,-8.54200000000,0.02400
,,,-8.54000000000,0.02400
,,,-8.53799900000,-0.04000
,,,-8.53599900000,0.00800
,,,-8.53399900000,0.00
,,,-8.53200000000,-0.00800
,,,-8.53000000000,-0.02400
,,,-8.52800000000,-0.04800
,,,-8.52599900000,-0.03200
,,,-8.52399900000,-0.08000
,,,-8.52199900000,-0.04800
,,,-8.52000000000,-0.03200
,,,-8.51800000000,-0.04800
,,,-8.51600000000,-0.07200
,,,-8.51400000000,-0.05600
,,,-8.51199900000,-0.10400
,,,-8.50999900000,-0.08000
,,,-8.50799900000,-0.10400
,,,-8.50600000000,-0.11200
,,,-8.50400000000,-0.10400
,,,-8.50200000000,-0.08000
,,,-8.50000000000,-0.10400
,,,-8.49799900000,-0.12800
,,,-8.49599900000,-0.09600
,,,-8.49399900000,-0.08000
,,,-8.49200000000,-0.05600
,,,-8.49000000000,-0.05600
,,,-8.48800000000,-0.03200
,,,-8.48599900000,-0.05600
,,,-8.48399900000,-0.06400
,,,-8.48199900000,-0.02400
,,,-8.48000000000,-0.03200
,,,-8.47800000000,0.04800
,,,-8.47600000000,-0.00800
,,,-8.47400000000,0.03200
,,,-8.47199900000,-0.00800
,,,-8.46999900000,0.01600
,,,-8.46799900000,0.00800
,,,-8.46600000000,0.03200
,,,-8.46400000000,0.02400
,,,-8.46200000000,0.12000
,,,-8.46000000000,0.05600
,,,-8.45799900000,0.06400
,,,-8.45599900000,0.05600
,,,-8.45400000000,0.03200
,,,-8.45200000000,0.09600
,,,-8.45000000000,0.04800
,,,-8.44800000000,0.02400
,,,-8.44599900000,0.05600
,,,-8.44399900000,0.02400
,,,-8.44199900000,0.02400
,,,-8.44000000000,-0.00800
,,,-8.43800000000,0.00
,,,-8.43600000000,0.01600
,,,-8.43400000000,0.00800
,,,-8.43199900000,-0.00800
,,,-8.42999900000,0.00
,,,-8.42799900000,-0.01600
,,,-8.42600000000,-0.04800
,,,-8.42400000000,-0.04800
,,,-8.42200000000,-0.04800
,,,-8.42000000000,-0.04800
,,,-8.41799900000,-0.04800
,,,-8.41599900000,-0.14400
,,,-8.41400000000,-0.07200
,,,-8.41200000000,-0.11200
,,,-8.41000000000,-0.07200
,,,-8.40800000000,-0.08800
,,,-8.40599900000,-0.08800
,,,-8.40399900000,-0.08800
,,,-8.40199900000,-0.07200
,,,-8.40000000000,-0.06400
,,,-8.39800000000,-0.03200
,,,-8.39600000000,-0.04000
,,,-8.39400000000,-0.04000
,,,-8.39199900000,-0.05600
,,,-8.38999900000,-0.02400
,,,-8.38799950000,-0.02400
,,,-8.38599950000,-0.04000
,,,-8.38400000000,0.01600
,,,-8.38200000000,0.00
,,,-8.38000000000,0.02400
,,,-8.37799950000,0.03200
,,,-8.37599950000,0.03200
,,,-8.37399950000,0.04800
,,,-8.37199950000,0.03200
,,,-8.37000000000,0.04800
,,,-8.36800000000,0.00
,,,-8.36599900000,0.07200
,,,-8.36399950000,0.04800
,,,-8.36199950000,0.04000
,,,-8.35999950000,0.03200
,,,-8.35800000000,0.04800
,,,-8.35600000000,0.01600
,,,-8.35400000000,0.03200
,,,-8.35199950000,0.03200
,,,-8.34999950000,0.05600
,,,-8.34799950000,0.02400
,,,-8.34599950000,0.00800
,,,-8.34400000000,0.01600
,,,-8.34200000000,-0.01600
,,,-8.34000000000,0.01600
,,,-8.33799950000,-0.01600
,,,-8.33599950000,-0.03200
,,,-8.33399950000,-0.04000
,,,-8.33200000000,-0.09600
,,,-8.33000000000,-0.05600
,,,-8.32800000000,-0.08000
,,,-8.32599950000,-0.05600
,,,-8.32399950000,-0.11200
,,,-8.32199950000,-0.09600
,,,-8.31999950000,-0.10400
,,,-8.31800000000,-0.08800
,,,-8.31600000000,-0.09600
,,,-8.31400000000,-0.12000
,,,-8.31199950000,-0.12800
,,,-8.30999950000,-0.07200
,,,-8.30799950000,-0.11200
,,,-8.30600000000,-0.09600
,,,-8.30400000000,-0.08800
,,,-8.30200000000,-0.10400
,,,-8.30000000000,-0.07200
,,,-8.29799950000,-0.08000
,,,-8.29599950000,-0.06400
,,,-8.29399950000,-0.01600
,,,-8.29200000000,-0.05600
,,,-8.29000000000,0.01600
,,,-8.28800000000,-0.00800
,,,-8.28599950000,0.03200
,,,-8.28399950000,-0.00800
,,,-8.28199950000,0.00
,,,-8.27999950000,0.00800
,,,-8.27800000000,0.03200
,,,-8.27600000000,0.02400
,,,-8.27400000000,0.04800
,,,-8.27199950000,0.00
,,,-8.26999950000,0.05600
,,,-8.26799950000,0.01600
,,,-8.26600000000,0.07200
,,,-8.26400000000,0.06400
,,,-8.26200000000,0.05600
,,,-8.26000000000,0.03200
,,,-8.25799950000,0.04000
,,,-8.25599950000,0.00800
,,,-8.25399950000,0.05600
,,,-8.25200000000,0.03200
,,,-8.25000000000,0.06400
,,,-8.24800000000,0.00800
,,,-8.24599950000,0.01600
,,,-8.24399950000,-0.00800
,,,-8.24199950000,-0.03200
,,,-8.24000000000,-0.01600
,,,-8.23800000000,0.01600
,,,-8.23600000000,-0.00800
,,,-8.23400000000,-0.04000
,,,-8.23199950000,-0.04800
,,,-8.22999950000,-0.04000
,,,-8.22799950000,-0.06400
,,,-8.22600000000,-0.07200
,,,-8.22400000000,-0.07200
,,,-8.22200000000,-0.07200
,,,-8.22000050000,-0.07200
,,,-8.21799950000,-0.07200
,,,-8.21599950000,-0.07200
,,,-8.21399950000,-0.06400
,,,-8.21200000000,-0.12000
,,,-8.21000000000,-0.06400
,,,-8.20800000000,-0.05600
,,,-8.20599950000,-0.08800
,,,-8.20399950000,-0.06400
,,,-8.20199950000,-0.04000
,,,-8.20000000000,-0.03200
,,,-8.19800000000,-0.00800
,,,-8.19600000000,-0.02400
,,,-8.19400000000,-0.02400
,,,-8.19199950000,-0.02400
,,,-8.18999950000,0.03200
,,,-8.18799950000,-0.02400
,,,-8.18600000000,0.02400
,,,-8.18400000000,0.05600
,,,-8.18200000000,0.03200
,,,-8.18000050000,0.03200
,,,-8.17799950000,0.05600
,,,-8.17599950000,0.02400
,,,-8.17400000000,0.03200
,,,-8.17200000000,0.03200
,,,-8.17000000000,0.08800
,,,-8.16800000000,0.02400
,,,-8.16599950000,0.05600
,,,-8.16399950000,0.04800
,,,-8.16199950000,0.00800
,,,-8.16000000000,0.04000
,,,-8.15800000000,0.03200
,,,-8.15600000000,-0.01600
,,,-8.15400050000,0.00
,,,-8.15199950000,0.00
,,,-8.14999950000,0.00800
,,,-8.14800000000,-0.00800
,,,-8.14600000000,-0.03200
,,,-8.14400000000,-0.05600
,,,-8.14200000000,-0.04800
,,,-8.14000050000,-0.04000
,,,-8.13799950000,-0.02400
,,,-8.13599950000,-0.08800
,,,-8.13400000000,-0.08000
,,,-8.13200000000,-0.12000
,,,-8.13000000000,-0.05600
,,,-8.12800050000,-0.14400
,,,-8.12599950000,-0.12000
,,,-8.12399950000,-0.05600
,,,-8.12199950000,-0.11200
,,,-8.12000000000,-0.12000
,,,-8.11800000000,-0.08800
,,,-8.11600000000,-0.11200
,,,-8.11400050000,-0.11200
,,,-8.11199950000,-0.06400
,,,-8.10999950000,-0.03200
,,,-8.10800000000,-0.08800
,,,-8.10600000000,-0.11200
,,,-8.10400000000,-0.10400
,,,-8.10200000000,-0.06400
,,,-8.10000050000,-0.04000
,,,-8.09799950000,-0.04000
,,,-8.09599950000,-0.02400
,,,-8.09400000000,0.01600
,,,-8.09200000000,-0.00800
,,,-8.09000000000,-0.00800
,,,-8.08800050000,-0.00800
,,,-8.08599950000,0.03200
,,,-8.08399950000,0.02400
,,,-8.08200000000,0.05600
,,,-8.08000000000,0.06400
,,,-8.07800000000,0.20800
,,,-8.07600000000,0.04000
,,,-8.07400050000,0.05600
,,,-8.07199950000,0.04000
,,,-8.06999950000,0.11200
,,,-8.06800000000,0.04800
,,,-8.06600000000,0.04000
,,,-8.06400000000,0.02400
,,,-8.06200050000,0.00800
,,,-8.06000050000,0.06400
,,,-8.05799950000,0.00800
,,,-8.05600000000,-0.03200
,,,-8.05400000000,-0.00800
,,,-8.05200000000,0.00800
,,,-8.05000000000,0.02400
,,,-8.04800050000,-0.05600
,,,-8.04599950000,-0.00800
,,,-8.04399950000,-0.04000
,,,-8.04200000000,-0.05600
,,,-8.04000000000,-0.07200
,,,-8.03800000000,-0.06400
,,,-8.03600050000,-0.08000
,,,-8.03400050000,-0.08800
,,,-8.03199950000,-0.06400
,,,-8.02999950000,-0.08000
,,,-8.02800000000,-0.16800
,,,-8.02600000000,-0.07200
,,,-8.02400000000,-0.07200
,,,-8.02200050000,-0.07200
,,,-8.02000050000,-0.07200
,,,-8.01799950000,-0.07200
,,,-8.01600000000,-0.04000
,,,-8.01400000000,-0.04000
,,,-8.01200000000,-0.04800
,,,-8.01000000000,-0.05600
,,,-8.00800050000,-0.05600
,,,-8.00599950000,-0.04000
,,,-8.00399950000,-0.04000
,,,-8.00200000000,-0.00800
,,,-8.00000000000,0.00
,,,-7.99800000000,-0.04000
,,,-7.99600000000,0.01600
,,,-7.99400000000,0.03200
,,,-7.99200000000,0.02400
,,,-7.99000000000,0.03200
,,,-7.98800000000,0.12800
,,,-7.98600000000,0.04800
,,,-7.98400000000,-0.02400
,,,-7.98200000000,0.04000
,,,-7.98000000000,0.03200
,,,-7.97800000000,0.05600
,,,-7.97600000000,-0.00800
,,,-7.97400000000,0.03200
,,,-7.97200000000,0.03200
,,,-7.97000050000,0.00
,,,-7.96800000000,0.02400
,,,-7.96600000000,0.02400
,,,-7.96400000000,0.00
,,,-7.96200000000,0.00
,,,-7.96000000000,-0.00800
,,,-7.95799950000,-0.01600
,,,-7.95599950000,-0.02400
,,,-7.95399950000,-0.00800
,,,-7.95199950000,-0.04000
,,,-7.95000000000,-0.02400
,,,-7.94799950000,-0.06400
,,,-7.94599950000,0.00
,,,-7.94400000000,-0.09600
,,,-7.94199950000,-0.11200
,,,-7.93999950000,-0.10400
,,,-7.93799950000,-0.05600
,,,-7.93599950000,-0.12800
,,,-7.93399950000,-0.10400
,,,-7.93199950000,-0.10400
,,,-7.93000000000,-0.08800
,,,-7.92799950000,-0.12800
,,,-7.92599950000,-0.08800
,,,-7.92400000000,-0.09600
,,,-7.92199950000,-0.09600
,,,-7.91999950000,-0.04800
,,,-7.91799950000,-0.05600
,,,-7.91599950000,-0.05600
,,,-7.91399950000,-0.04800
,,,-7.91199950000,-0.08800
,,,-7.91000000000,-0.04800
,,,-7.90799950000,-0.03200
,,,-7.90599950000,-0.00800
,,,-7.90400000000,-0.01600
,,,-7.90199950000,-0.00800
,,,-7.89999950000,0.00
,,,-7.89800000000,0.00
,,,-7.89599950000,0.01600
,,,-7.89399950000,0.04000
,,,-7.89199950000,0.03200
,,,-7.89000000000,0.03200
,,,-7.88799950000,0.01600
,,,-7.88599950000,0.06400
,,,-7.88400000000,0.03200
,,,-7.88199950000,0.03200
,,,-7.87999950000,0.08800
,,,-7.87800000000,0.08000
,,,-7.87599950000,0.04000
,,,-7.87399950000,0.03200
,,,-7.87199950000,0.03200
,,,-7.87000000000,0.01600
,,,-7.86799950000,0.04000
,,,-7.86599950000,0.02400
,,,-7.86400000000,0.00800
,,,-7.86199950000,0.04000
,,,-7.85999950000,-0.01600
,,,-7.85800000000,-0.03200
,,,-7.85599950000,-0.04800
,,,-7.85399950000,-0.01600
,,,-7.85200000000,0.00
,,,-7.85000000000,-0.02400
,,,-7.84799950000,-0.04000
,,,-7.84599950000,-0.05600
,,,-7.84400000000,-0.05600
,,,-7.84199950000,-0.06400
,,,-7.83999950000,-0.08800
,,,-7.83800000000,-0.06400
,,,-7.83599950000,-0.12800
,,,-7.83399950000,-0.08000
,,,-7.83200000000,-0.12000
,,,-7.83000000000,-0.11200
,,,-7.82799950000,-0.12000
,,,-7.82599950000,-0.05600
,,,-7.82400000000,-0.05600
,,,-7.82199950000,-0.05600
,,,-7.81999950000,-0.05600
,,,-7.81800000000,-0.05600
,,,-7.81599950000,-0.04800
,,,-7.81399950000,-0.00800
,,,-7.81200000000,-0.02400
,,,-7.81000000000,0.00
,,,-7.80799950000,-0.01600
,,,-7.80600000000,-0.00800
,,,-7.80400000000,-0.00800
,,,-7.80199950000,0.01600
,,,-7.79999950000,-0.01600
,,,-7.79800000000,0.06400
,,,-7.79599950000,0.01600
,,,-7.79399950000,0.08000
,,,-7.79200000000,0.04000
,,,-7.79000000000,0.05600
,,,-7.78799950000,0.03200
,,,-7.78600000000,0.03200
,,,-7.78400000000,0.00800
,,,-7.78199950000,0.03200
,,,-7.77999950000,0.03200
,,,-7.77800000000,0.01600
,,,-7.77599950000,-0.02400
,,,-7.77399950000,0.01600
,,,-7.77200000000,-0.00800
,,,-7.77000000000,0.00800
,,,-7.76799950000,0.01600
,,,-7.76600000000,-0.04800
,,,-7.76400000000,-0.03200
,,,-7.76199950000,-0.01600
,,,-7.76000000000,-0.02400
,,,-7.75800000000,-0.03200
,,,-7.75599950000,-0.08000
,,,-7.75399950000,-0.08800
,,,-7.75200000000,-0.07200
,,,-7.75000000000,-0.08800
,,,-7.74799950000,-0.13600
,,,-7.74600000000,-0.14400
,,,-7.74400000000,-0.13600
,,,-7.74199950000,-0.12000
,,,-7.74000000000,-0.07200
,,,-7.73800000000,-0.07200
,,,-7.73599950000,-0.13600
,,,-7.73399950000,-0.08000
,,,-7.73200000000,-0.10400
,,,-7.73000000000,-0.08000
,,,-7.72799950000,-0.08800
,,,-7.72600000000,-0.03200
,,,-7.72400000000,-0.04000
,,,-7.72199950000,-0.02400
,,,-7.72000000000,-0.05600
,,,-7.71800000000,-0.06400
,,,-7.71599950000,-0.06400
,,,-7.71399950000,-0.03200
,,,-7.71200000000,0.00
,,,-7.71000000000,0.00800
,,,-7.70799950000,-0.00800
,,,-7.70600000000,0.00
,,,-7.70400000000,0.02400
,,,-7.70199950000,0.01600
,,,-7.70000000000,0.03200
,,,-7.69800000000,0.04800
,,,-7.69599950000,0.00800
,,,-7.69400000000,0.08000
,,,-7.69200000000,0.05600
,,,-7.69000000000,0.06400
,,,-7.68799950000,0.03200
,,,-7.68600000000,0.04800
,,,-7.68400000000,0.04800
,,,-7.68199950000,0.02400
,,,-7.68000000000,0.03200
,,,-7.67800000000,0.03200
,,,-7.67599950000,0.01600
,,,-7.67400000000,0.02400
,,,-7.67200000000,0.00800
,,,-7.67000000000,0.01600
,,,-7.66799950000,-0.02400
,,,-7.66600000000,-0.00800
,,,-7.66400000000,-0.02400
,,,-7.66199950000,-0.03200
,,,-7.66000000000,-0.01600
,,,-7.65800000000,-0.06400
,,,-7.65599950000,-0.05600
,,,-7.65400000000,-0.06400
,,,-7.65200000000,-0.05600
,,,-7.65000000000,-0.06400
,,,-7.64800000000,-0.08000
,,,-7.64600000000,-0.08800
,,,-7.64400000000,-0.12800
,,,-7.64199950000,-0.08800
,,,-7.64000000000,-0.12800
,,,-7.63800000000,-0.14400
,,,-7.63599950000,-0.09600
,,,-7.63400000000,-0.10400
,,,-7.63200000000,-0.10400
,,,-7.63000000000,-0.08800
,,,-7.62800000000,-0.11200
,,,-7.62600000000,-0.08000
,,,-7.62400000000,-0.08000
,,,-7.62199950000,-0.08000
,,,-7.62000000000,-0.08000
,,,-7.61800000000,-0.08000
,,,-7.61599950000,-0.00800
,,,-7.61400000000,0.04000
,,,-7.61200000000,0.01600
,,,-7.61000000000,0.02400
,,,-7.60800000000,-0.00800
,,,-7.60600000000,0.01600
,,,-7.60400000000,0.01600
,,,-7.60200000000,0.06400
,,,-7.60000000000,0.05600
,,,-7.59800000000,0.04800
,,,-7.59599950000,0.04800
,,,-7.59400000000,0.04000
,,,-7.59200000000,0.00800
,,,-7.59000000000,0.01600
,,,-7.58800000000,0.01600
,,,-7.58600000000,0.01600
,,,-7.58400000000,0.00800
,,,-7.58200000000,0.02400
,,,-7.58000000000,-0.00800
,,,-7.57800000000,0.00800
,,,-7.57599950000,-0.00800
,,,-7.57400000000,-0.04000
,,,-7.57200000000,-0.03200
,,,-7.57000000000,-0.04800
,,,-7.56800000000,-0.00800
,,,-7.56600000000,-0.05600
,,,-7.56400000000,-0.03200
,,,-7.56200000000,-0.04800
,,,-7.56000000000,-0.08000
,,,-7.55800000000,-0.06400
,,,-7.55600000000,-0.07200
,,,-7.55400000000,-0.08800
