303066803;-118;-9;-197;-649;-437;3;73;-201;
303067900;-104;-7;-179;-648;-428;4;94;-217;
303069002;-107;-9;-183;-671;-444;0;87;-229;
303070105;-106;-10;-170;-663;-451;-7;84;-226;
303071210;-110;-10;-182;-664;-457;-5;75;-222;
303072305;-109;9;-166;-672;-451;2;83;-224;
303073417;-117;-10;-171;-674;-451;1;87;-229;
303074529;-106;1;-169;-672;-466;16;83;-227;
303075633;-110;5;-168;-589;-460;-7;88;-220;
303076736;-105;-10;-175;-662;-454;9;84;-233;
303077825;-108;-6;-165;-689;-462;-14;97;-232;
303078938;-103;-20;-171;-672;-459;0;104;-221;
303080061;-113;-13;-176;-676;-470;-6;89;-240;
303081156;-108;-17;-158;-713;-461;-12;99;-238;
303082271;-121;-9;-166;-664;-469;4;90;-225;
303083359;-115;-24;-181;-695;-464;-9;94;-248;
303084487;-105;-15;-157;-670;-459;0;100;-220;
303085570;-120;-33;-179;-693;-480;-15;84;-237;
303086678;-99;-4;-166;-663;-457;16;119;-238;
303087778;-95;-4;-159;-680;-474;0;102;-232;
303088819;-120;-33;-170;-696;-475;5;91;-233;
303089902;-107;-16;-164;-686;-477;0;102;-225;
303090949;-118;-7;-171;-673;-478;-15;95;-237;
303092028;-103;-18;-162;-686;-514;34;108;-227;
303093072;-124;-39;-183;-704;-496;-22;79;-254;
303094125;-106;-23;-165;-679;-467;0;105;-231;
303095193;-65;-16;-164;-692;-472;10;102;-231;
303096215;-87;-1;-152;-680;-472;4;112;-232;
303097244;-101;-20;-153;-687;-476;15;110;-223;
303098304;-106;-38;-172;-694;-483;-15;94;-255;
303099419;-104;-27;-168;-679;-478;1;102;-224;
303100523;-112;-12;-168;-690;-482;-5;97;-225;
303101649;-95;-12;-151;-662;-464;17;109;-231;
303102746;-99;-7;-156;-694;-497;-4;105;-244;
303103859;-103;-11;-164;-688;-463;2;105;-241;
303104967;-96;-11;-131;-678;-474;7;110;-229;
303106071;-119;-26;-170;-683;-491;9;97;-233;
303107111;-109;-24;-164;-680;-478;-9;95;-248;
303108191;-97;-3;-143;-677;-466;145;115;-234;
303109322;-107;-17;-169;-694;-497;1;107;-224;
303110415;-89;-28;-157;-690;-480;-3;93;-251;
303111530;-119;-36;-165;-699;-498;-13;85;-250;
303112630;-105;-38;-155;-685;-469;3;114;-244;
303113714;-104;-36;-162;-686;-476;-27;106;-231;
303114744;-95;-32;-158;-686;-478;2;104;-233;
303115790;-101;-32;-148;-672;-480;-1;106;-231;
303116815;-110;-26;-154;-684;-479;1;52;-240;
303117841;-106;-11;-151;-668;-465;5;108;-235;
303118877;-100;-22;-147;-714;-470;9;107;-265;
303119903;-122;-39;-185;-704;-491;-16;99;-247;
303120946;-98;-19;-167;-711;-472;-5;111;-240;
303121976;-106;-29;-179;-690;-487;8;102;-249;
303122993;-115;-37;-174;-681;-393;-21;87;-267;
303124022;-112;-19;-189;-681;-493;-4;104;-251;
303125050;-92;-17;-160;-680;-481;-2;113;-236;
303126087;-102;-17;-164;-694;-491;5;95;-233;
303127112;-96;-20;-171;-686;-532;1;98;-245;
303128140;-98;-7;-165;-670;-480;-7;106;-232;
303129171;-86;-21;-158;-693;-489;1;105;-282;
303130212;-97;-16;-168;-690;-478;0;115;-248;
303131252;-99;-8;-51;-678;-483;2;103;-238;
303132281;-96;-21;-185;-686;-483;-6;112;-249;
303133314;-116;-25;-162;-708;-494;43;31;-242;
303134345;-87;-4;-170;-659;-476;5;143;-253;
303135377;-113;-23;-179;-661;-500;-48;88;-259;
303136411;-87;3;-148;-685;-486;-3;99;-241;
303137444;-94;-11;-160;-696;-488;-7;-45;-303;
303138471;-90;-16;-178;-671;-463;11;-128;-271;
303139501;-94;-1;-184;-669;-448;2;-128;-269;
303140533;-96;0;-190;-762;-459;-12;-124;-270;
303141564;-108;-15;-190;-657;-464;-5;-86;-279;
303142599;-98;1;-180;-663;-472;-13;-29;-267;
303143695;-78;2;-178;-656;-455;4;-25;-268;
303144735;-102;2;-185;-684;-480;-3;25;-263;
303145816;-83;7;-164;-664;-457;7;-83;-250;
303146874;-82;-2;-186;-668;-477;-6;-72;-268;
303150376;-93;2;-164;-694;-480;-14;99;-241;
303151486;-102;42;-177;-687;-492;-10;69;-256;
303152580;-89;25;-156;-684;-490;6;103;-240;
303153674;-98;-1;-172;-700;-490;-17;71;-253;
303154779;-86;19;-152;-669;-497;-5;81;-218;
303155884;-93;16;-164;-716;-493;-7;98;-248;
303156927;-99;-1;-156;-684;-480;-5;95;-233;
303157963;-90;5;-155;-689;-491;2;88;-232;
303159070;-103;13;-176;-696;-495;-13;90;-270;
303160186;-99;18;-149;-684;-489;9;104;-252;
303161284;-115;-7;-174;-706;-501;-3;113;-248;
303162383;-102;-11;-172;-709;-501;-13;77;-261;
303163519;-55;30;-139;-658;-463;24;102;-216;
303164620;-92;8;-176;-690;-499;-20;89;-248;
303165720;-87;17;-161;-686;-488;0;109;-246;
303166793;-103;13;-168;-703;-489;-12;99;-243;
303167835;-229;0;-167;-731;-498;1;94;-318;
303168878;-107;-7;-169;-700;-499;-12;86;-261;
303169908;-98;-8;-162;-692;-490;-8;77;-252;
303170972;-85;24;-153;-675;-509;7;119;-238;
303172020;-110;-9;-154;-697;-506;0;88;-244;
303173051;-94;4;-151;-681;-483;8;98;-245;
303174088;-89;13;-165;-683;-491;-1;113;-253;
303175162;-95;5;-166;-684;-499;-5;84;-247;
303176192;-95;-9;-167;-697;-508;-5;83;-281;
303177275;-109;9;-156;-699;-507;-3;139;-237;
303178376;-102;8;-176;-689;-504;-15;98;-251;
303179490;-92;6;-158;-694;-479;12;108;-239;
303180608;-80;21;-154;-674;-480;3;113;-240;
303181701;-72;32;-124;-642;-460;31;143;-213;
303182730;-83;5;-163;-695;-439;2;113;-249;
303183765;-112;6;-154;-679;-491;8;119;-231;
303184793;-97;13;-154;-714;-495;-29;128;-236;
303185834;-84;14;-155;-698;-504;-3;72;-258;
303186870;-88;5;-161;-690;-500;63;125;-240;
303187903;-81;1;-167;-686;-489;-2;117;-243;
303188945;-85;3;-163;-684;-492;6;125;-244;
303190065;-86;9;-169;-698;-498;-18;96;-242;
303191141;-90;0;-161;-696;-493;-10;106;-250;
303192212;-95;5;-159;-695;-493;-3;109;-243;
303193256;-92;8;-153;-682;-484;2;120;-245;
303194303;-21;67;-103;-631;-427;73;176;-194;
303195349;-83;2;-152;-685;-499;7;117;-253;
303196380;-107;-5;-159;-695;-492;1;111;-249;
303197409;-99;23;-163;-700;-494;-5;119;-254;
303198507;-85;10;-154;-683;-490;10;107;-241;
303199625;-96;10;-160;-698;-494;-13;103;-233;
303200713;-94;1;-164;-689;-492;1;122;-251;
303201847;-86;18;-160;-671;-472;17;120;-245;
303202941;-88;-11;-255;-686;-488;5;104;-255;
303204063;-91;14;-164;-697;-473;-4;118;-231;
303205150;-94;-19;-162;-693;-494;1;97;-241;
303206224;-57;37;-129;-664;-469;16;107;-222;
303207268;-95;0;-150;-688;-494;-1;126;-250;
303208325;-97;-6;-162;-696;-494;-3;103;-236;
303209394;-76;10;-146;-672;-478;63;121;-233;
303210436;-84;-4;-153;-694;-489;0;106;-243;
303211531;-94;2;-165;-683;-501;9;105;-235;
303212638;-66;25;-134;-671;-452;28;150;-207;
303213737;-96;1;-156;-693;-450;5;130;-247;
303214840;-93;-6;-138;-684;-506;-6;100;-238;
303215934;-113;-8;-169;-706;-507;-11;97;-246;
303217050;-86;5;-152;-694;-489;9;122;-232;
303218101;-93;7;-153;-692;-507;-3;111;-251;
303219189;-96;-5;-158;-699;-483;4;114;-237;
303220224;-90;13;-156;-687;-486;0;121;-236;
303221255;-87;8;-167;-689;-501;-2;119;-233;
303222318;-108;-2;-167;-692;-496;1;102;-247;
303223371;-82;5;-163;-690;-490;-2;120;-240;
