233200149;-11;0;-141;-562;-461;9;-4;-283;
233201254;3;-23;-126;-564;-462;-1;-9;-305;
233202364;-9;9;-143;-569;-478;-6;0;-301;
233203481;0;15;-136;-560;-464;7;0;-293;
233204590;-7;-4;-145;-564;-469;-3;-4;-303;
233205684;11;-1;-149;-559;-464;3;-11;-303;
233206716;5;19;-122;-565;-454;2;-15;-302;
233207751;-11;-12;-142;-573;-467;-6;-19;-312;
233208787;-9;2;-144;-555;-465;9;-3;-292;
233209822;0;6;-92;-552;-465;5;0;-300;
233210854;44;0;-137;-547;-452;12;4;-298;
233211937;-35;-38;-162;-583;-495;-26;-42;-325;
233212998;-2;-2;-156;-560;-478;-22;-6;-299;
233214028;3;2;-101;-556;-484;-2;-3;-312;
233215062;-11;-9;-151;-562;-469;0;-21;-313;
233216136;-8;6;-144;-549;-465;6;3;-382;
233217206;0;5;-171;-555;-469;3;28;-294;
233218260;10;2;-142;-546;-469;5;-8;-286;
233219295;1;3;-140;-559;-464;1;-12;-306;
233220347;4;9;-140;-549;-464;4;-6;-296;
233221471;-13;-1;-138;-563;-474;-5;-8;-301;
233222574;-29;-13;-147;-574;-479;-13;-15;-305;
233223677;-7;-13;-158;-554;-470;-5;-9;-312;
233224793;-14;0;-132;-549;-361;21;2;-295;
233225899;4;6;-140;-560;-461;18;-4;-310;
233227012;4;-1;-128;-567;-473;-5;-1;-303;
233228072;-8;21;-151;-557;-459;7;-2;-299;
233229099;86;4;-135;-554;-452;9;-9;-303;
233230134;-26;-17;-166;-582;-479;-6;-25;-316;
233231170;6;0;-133;-556;-464;0;-2;-297;
233232211;-9;-5;-143;-546;-465;2;-9;-251;
233233249;-1;4;-146;-566;-463;-1;-9;-291;
233234282;-13;-10;-153;-568;-469;-10;-13;-298;
233235313;-19;-15;-147;-575;-473;-11;-24;-312;
233236354;55;55;-82;-499;-394;59;59;-246;
233237380;-13;-7;-158;-577;-485;-17;-13;-298;
233238413;-9;-9;-150;-562;-473;-10;-24;-320;
233239446;-8;-6;-143;-568;-469;11;-7;-311;
233240476;0;-1;-148;-559;-474;1;-1;-305;
233241509;1;-1;-150;-565;-475;-1;2;-301;
233242546;3;7;-127;-545;-470;-13;20;-281;
233243575;-7;-6;-146;-561;-474;-5;-19;-337;
233244611;-16;-9;-151;-571;-463;0;-6;-312;
233245642;-27;-7;-163;-582;-496;-6;-27;-321;
233246675;-13;-13;-157;-570;-469;-4;-15;-307;
233247701;-11;-12;-161;-554;-476;-16;-5;-310;
233248725;-9;-9;-152;-561;-473;-5;9;-300;
233249763;-9;-4;-155;-585;-469;-9;-21;-321;
233250798;-13;-8;-160;-562;-477;-18;-13;-309;
233251826;-13;0;-145;-559;-468;0;12;-306;
233252854;14;4;-139;-560;-468;15;-1;-293;
233253883;-7;-3;-140;-559;-467;-3;-7;-311;
233254910;-16;-2;-146;-557;-470;7;-9;-302;
233255945;9;3;-145;-552;-477;13;-7;-386;
233256995;1;-4;-131;-556;-466;-3;-5;-302;
233258025;5;8;-140;-553;-465;-1;-6;-299;
233259054;3;4;-146;-552;-472;-6;-11;-304;
233260096;-6;3;-143;-557;-466;-2;-1;-287;
233277314;0;1;-140;-565;-462;9;-3;-319;
233278417;17;7;-134;-556;-473;95;-4;-288;
233279519;-5;4;-143;-564;-466;7;-2;-311;
233280603;-10;-1;-126;-549;-467;3;-3;-299;
233281641;-10;-2;-144;-569;-471;7;-2;-287;
233282665;-4;1;-137;-553;-476;8;0;-300;
233283691;-9;8;-130;-565;-461;4;-1;-299;
233284722;5;5;-135;-559;-456;7;-4;-304;
233285757;19;2;-155;-565;-470;3;-13;-301;
233286784;-14;8;-142;-560;-469;-5;-6;-315;
233287810;-5;-4;-149;-542;-463;-4;-4;-296;
233288837;-8;1;-141;-561;-464;4;-8;-303;
233289868;48;78;-81;-504;-421;79;48;-248;
233290897;-4;-1;-144;-555;-478;-1;5;-303;
233291939;2;5;-143;-552;-475;11;-1;-305;
233292975;-9;7;-154;-570;-467;0;0;-291;
233294011;3;10;-129;-563;-475;-9;-15;-305;
233295047;-3;-6;-142;-553;-476;-10;-23;-299;
233296074;2;-1;-142;-568;-470;4;-4;-299;
233297104;-15;11;-131;-561;-465;-7;-3;-298;
233298189;-16;5;-142;-562;-469;3;-1;-311;
233299216;-4;3;-129;-543;-457;5;-4;-285;
233300259;8;5;-164;-555;-461;-30;-14;-297;
233301291;-19;-7;-135;-563;-471;-1;4;-306;
233302358;24;9;-142;-566;-464;0;1;-319;
233303398;-4;1;-138;-542;-469;12;0;-311;
233304435;-3;-10;-153;-571;-474;3;-20;-302;
233305472;3;8;-138;-558;-468;1;-6;-300;
233306507;6;26;-127;-543;-478;18;0;-294;
233307556;0;5;-132;-569;-488;18;-8;-298;
233308584;-17;8;-161;-570;-475;29;-10;-295;
233309612;4;-8;-148;-568;-458;3;-25;-317;
233310690;1;-5;-147;-562;-471;11;-5;-301;
233311727;-6;-5;-137;-572;-470;-1;6;-303;
233312772;-15;-11;-137;-546;-459;-4;-3;-305;
233318611;-13;-7;-147;-567;-467;4;-18;-307;
233319732;-17;-5;-152;-558;-483;4;-17;-314;
233320830;-19;-5;-170;-558;-472;-5;-11;-297;
233321936;0;-2;-150;-570;-465;-5;-3;-301;
233322985;-6;-6;-151;-578;-474;-7;-17;-309;
233324006;6;-1;-169;-564;-465;1;-12;-298;
233325028;10;9;-133;-549;-462;9;4;-395;
233326048;8;-3;-146;-561;-474;-3;-3;-304;
233327073;-11;-16;-151;-564;-476;-11;-9;-309;
233328093;-2;-10;-143;-553;-463;11;-1;-292;
233329114;-10;-6;-148;-569;-473;8;-10;-316;
233330154;-12;-6;-142;-566;-443;-9;10;-293;
233331178;-13;0;-148;-570;-467;-8;0;-318;
233332210;5;10;-140;-551;-458;14;-3;-300;
233333243;-10;-3;-142;-568;-465;4;0;-291;
233334278;-27;5;-132;-539;-460;4;-13;-301;
233335340;-20;-1;-148;-560;-471;15;-3;-302;
233336461;-10;-2;-147;-560;-466;6;-6;-284;
233337560;-3;-3;-142;-559;-474;1;-15;-301;
233338679;-18;-26;-161;-571;-489;-13;-32;-315;
233339783;-4;6;-168;-561;-462;5;0;-305;
233340892;-6;-7;-136;-561;-470;-1;-6;-312;
233341921;-20;-25;-153;-583;-481;-19;-24;-330;
233342942;-11;-11;-153;-578;-475;-6;-21;-310;
233343964;3;1;-141;-560;-465;1;-7;-299;
233344985;-26;-9;-148;-557;-482;-7;-22;-310;
233346007;-3;6;-141;-555;-476;-2;-18;-303;
233347039;-9;-4;-148;-579;-473;-5;-6;-299;
233348065;-13;-7;-139;-562;-471;14;-9;-307;
233349097;-23;-6;-152;-580;-486;-12;-15;-317;
233350125;1;9;-135;-551;-467;-2;-13;-306;
233351159;8;5;-141;-555;-472;0;17;-298;
233352194;-13;-6;-136;-563;-463;1;-5;-306;
233353217;-6;5;-135;-558;-463;-1;-14;-313;
233354248;29;1;-140;-564;-472;0;-8;-300;
233355275;-11;7;-134;-573;-470;-6;-6;-315;
233356305;-9;-6;-146;-557;-465;7;-35;-299;
233357333;5;9;-133;-559;-463;4;2;-278;
233358363;12;-10;-149;-548;-456;-3;-20;-310;
233359389;5;0;-132;-550;-463;-3;5;-298;
233360414;-12;-5;-149;-570;-469;-5;-9;-312;
233361455;-9;6;-136;-569;-469;-76;-7;-308;
233362487;1;-7;-137;-563;-464;-3;-4;-292;
233363573;0;18;-124;-554;-413;9;-1;-299;
233364659;-14;-13;-155;-558;-359;-6;-16;-296;
233365733;-32;-8;-158;-569;-481;-17;-66;-324;
233366761;-8;2;-133;-552;-469;0;-10;-303;
233367783;-72;-162;-204;-622;-529;-48;-76;-353;
233368802;-15;-3;-148;-571;-467;9;-11;-303;
233369824;6;1;-152;-567;-457;4;1;-304;
233370844;-13;-34;-158;-573;-486;-11;-9;-306;
233371870;-4;23;-131;-559;-466;-3;-15;-298;
233372884;0;0;-154;-557;-466;9;-2;-311;
233373905;-16;-11;-158;-564;-469;-9;-17;-307;
233379457;-5;-5;-130;-555;-594;-5;-9;-316;
233380569;-15;-10;-156;-565;-470;1;-11;-297;
233381675;-9;-22;-148;-562;-473;-7;-13;-304;
233382788;2;8;-130;-562;-458;-2;-10;-303;
233383858;-7;-6;-154;-575;-478;-4;-13;-304;
233384881;-13;-9;-137;-561;-466;7;-5;-319;
233385912;6;18;-136;-542;-461;3;6;-307;
233386955;5;5;-123;-551;-469;10;-2;-294;
233387989;-20;-8;-159;-570;-474;-8;-16;-317;
233389014;12;6;-139;-552;-464;-1;-8;-308;
233390047;-1;5;-142;-553;-470;-5;-129;-304;
233391074;4;0;-142;-542;-461;25;-9;-292;
233392105;-20;-4;-145;-580;-487;-13;-23;-326;
233393127;1;11;-120;-549;-467;12;2;-301;
233394154;-19;-22;-168;-586;-495;-20;-29;-320;
233395175;-7;0;-138;-544;-433;-2;-4;-307;
233396202;1;2;-149;-556;-464;5;0;-292;
233397224;-10;-13;-153;-576;-482;23;-10;-316;
233398247;-5;5;-140;-555;-469;7;-5;-297;
233399268;-5;-11;-133;-563;-475;4;-7;-308;
233400293;-4;-8;-132;-556;-474;0;-12;-309;
233401314;-13;1;-146;-569;-479;-3;-13;-306;
233402334;3;-4;-140;-556;-464;2;-12;-304;
233403360;-3;-2;-139;-550;-462;2;-3;-295;
233404388;-97;2;-136;-599;-483;3;-10;-293;
233405422;-5;-10;-144;-544;-467;10;-3;-299;
233406454;0;5;-136;-554;-468;9;-11;-298;
233407478;-21;-9;-153;-573;-465;-4;-11;-303;
233408511;-24;-6;-147;-575;-477;-6;-16;-306;
233409546;-20;-12;-155;-565;-461;-8;-12;-310;
233410573;-17;-1;-142;-565;-472;-13;-14;-304;
233411603;40;36;-77;-492;-416;54;51;-260;
233412639;-18;-4;-130;-553;-467;-1;-2;-302;
233413686;-9;-5;-170;-559;-469;-8;-17;-314;
233414764;-1;-8;-145;-557;-464;0;-7;-308;
233415796;1;5;-137;-551;-420;10;-4;-300;
233425167;7;-3;-139;-542;-468;7;-6;-307;
233426251;-18;-14;-142;-575;-465;12;-18;-303;
233427355;2;3;-132;-542;-457;1;-5;-303;
233428457;2;5;-143;-549;-468;3;-15;-294;
233429494;-8;10;-132;-561;-465;-5;-5;-307;
233430528;-12;13;-145;-558;-493;-1;0;-306;
233431559;-17;-6;-139;-525;-472;-6;-21;-309;
233432595;-7;-12;-147;-569;-471;1;5;-335;
233433615;-31;-5;-152;-583;-489;-4;-16;-316;
233434656;25;11;-121;-547;-456;22;7;-275;
233435690;-11;0;-142;-563;-481;6;-15;-312;
233436774;-15;-16;-140;-565;-482;-7;-59;-325;
233437825;4;10;-138;-556;-472;4;-16;-298;
233438854;-42;-13;-156;-555;-477;-11;-12;-311;
233439886;-2;2;-141;-564;-462;8;1;-298;
233440916;-13;16;-136;-552;-467;3;-23;-310;
233441983;-8;1;-157;-564;-481;-8;-24;-308;
233443040;-16;-4;-172;-589;-479;-8;-22;-309;
233444076;-13;-25;-154;-563;-472;-5;-17;-319;
233445117;-13;2;-136;-565;-474;-9;-20;-315;
233446190;4;10;-145;-550;-468;3;-4;-294;
233447228;-3;-24;-142;-550;-479;6;-17;-312;
233448323;-16;-12;-158;-600;-477;-22;-22;-309;
233449351;-3;-1;-142;-562;-471;3;-9;-306;
233450387;-17;-20;-155;-580;-477;-8;-20;-316;
233451438;9;0;-128;-551;-460;-2;-11;-305;
233452464;-14;-1;-138;-559;-478;-8;-1;-308;
233453501;-7;2;-128;-564;-472;-1;-4;-290;
233454538;92;6;-128;-558;-455;0;-4;-303;
233455569;-2;-8;-141;-541;-464;14;-12;-300;
233456615;10;-5;-151;-590;-474;-5;-5;-300;
233457681;-15;5;-153;-568;-472;1;-11;-305;
233458748;-17;-17;-149;-561;-479;9;-8;-307;
233459771;-14;-15;-149;-580;-479;-12;-26;-314;
233460800;-39;-32;-171;-582;-482;-30;-40;-327;
233464201;-12;-32;-148;-573;-473;-55;-21;-318;
233465316;45;55;-100;-512;-423;48;34;-239;
233466441;-8;-8;-147;-574;-468;2;-15;-315;
233467540;2;-49;-127;-548;-460;9;-21;-302;
233468625;8;18;-118;-543;-452;9;-2;-289;
233469653;-18;-14;-145;-569;-429;-6;-16;-306;
233470681;-9;-5;-137;-548;-469;0;-18;-313;
233471725;-8;0;-131;-555;-464;15;4;-296;
233472769;-9;-17;-116;-555;-473;-3;-16;-318;
233473804;-91;-26;-142;-572;-475;-3;-18;-298;
233474830;15;5;-143;-547;-458;12;0;-307;
